# # fluid_velocity[i, j] in m/s: i is index of the azimuthal position on the receiver surface (counter-clockwise from South); and j is index of height on the receiver from bottom to top.
2.536580802251769740e+00,2.536495644615857969e+00,2.536294128220955901e+00,2.535962555661548823e+00,2.535458416912133472e+00,2.534723631339359073e+00,2.533717942151004099e+00,2.532414912597037215e+00,2.530857357806680419e+00,2.529112609775397758e+00,2.527208932674363417e+00,2.525192716173797258e+00,2.523074690759635974e+00,2.520868058541171575e+00,2.518585325197971070e+00,2.516233057020327735e+00,2.513841318638438960e+00,2.511412892249793583e+00,2.508970432436038678e+00,2.506548277717715045e+00,2.504200598243916609e+00,2.501965548531696726e+00,2.499920414345575992e+00,2.498152291151510163e+00,2.496700022685770293e+00,2.495559296775666347e+00,2.494703735294408808e+00,2.494132103953247359e+00,2.493796158068089852e+00
2.538329533096932877e+00,2.538302737949799770e+00,2.538153941111897183e+00,2.537849800392987021e+00,2.537348181325643992e+00,2.536586615213487939e+00,2.535517637127854051e+00,2.534152661158109332e+00,2.532508013237728228e+00,2.530617784268636150e+00,2.528559695567401011e+00,2.526372242528555745e+00,2.524104152815862534e+00,2.521774402975253349e+00,2.519357830539939336e+00,2.516873060761912750e+00,2.514358557671529049e+00,2.511800358159298696e+00,2.509185731552068255e+00,2.506602271923820346e+00,2.504114410779933131e+00,2.501770419509013799e+00,2.499652713811479465e+00,2.497828709401661573e+00,2.496355229777534657e+00,2.495224541363073367e+00,2.494415935465577050e+00,2.493909737650499725e+00,2.493624324207415199e+00
2.539855908235965298e+00,2.539868389951432270e+00,2.539750361080736596e+00,2.539476126025044245e+00,2.538988005229804834e+00,2.538197560759226867e+00,2.537048134645754960e+00,2.535569583801188465e+00,2.533808164365571436e+00,2.531827241314651200e+00,2.529697225144671435e+00,2.527444766500403617e+00,2.525098976438068910e+00,2.522697590937768908e+00,2.520226036190180263e+00,2.517693276830056170e+00,2.515070543886198884e+00,2.512368631878094227e+00,2.509631381372404046e+00,2.506922180424487223e+00,2.504302134044749550e+00,2.501786085105946356e+00,2.499516757121109656e+00,2.497594533563803232e+00,2.496072604274916173e+00,2.494965369090904606e+00,2.494208836428191578e+00,2.493730477735809359e+00,2.493462477093882690e+00
2.541452833538586198e+00,2.541500099984769001e+00,2.541416349365007044e+00,2.541159600786595973e+00,2.540660803811030100e+00,2.539836691621608189e+00,2.538636237222665404e+00,2.537077174096578958e+00,2.535207078159358751e+00,2.533106131125260063e+00,2.530845028803749841e+00,2.528479456658200064e+00,2.526017768680071995e+00,2.523468984941905191e+00,2.520880522777545707e+00,2.518233611836787400e+00,2.515511485248814516e+00,2.512709609326698956e+00,2.509848921520828391e+00,2.507042244546265231e+00,2.504278146176832642e+00,2.501645272205593962e+00,2.499307776886474208e+00,2.497328439091047958e+00,2.495785137314427971e+00,2.494676676274931726e+00,2.493945290747140220e+00,2.493512496257920041e+00,2.493300508474247668e+00
2.542633191017489303e+00,2.542712747525659900e+00,2.542655974512163297e+00,2.542407104571269283e+00,2.541879194323000579e+00,2.541017638038180149e+00,2.539754657688805040e+00,2.538108607025239216e+00,2.536171642818993988e+00,2.533996253494165352e+00,2.531662425597482446e+00,2.529239107646472640e+00,2.526720241963340996e+00,2.524103517937706265e+00,2.521424352405038594e+00,2.518695298571508978e+00,2.515890847707018096e+00,2.512999723803661656e+00,2.510057785932292784e+00,2.507125479455655448e+00,2.504262436809777448e+00,2.501574021552590565e+00,2.499174896443375093e+00,2.497173869128080703e+00,2.495631860483928932e+00,2.494522534802264602e+00,2.493805962460025949e+00,2.493402130826586571e+00,2.493199480709177962e+00
2.543689478866797415e+00,2.543772093116699828e+00,2.543707658866129151e+00,2.543445671913032946e+00,2.542893811813434546e+00,2.541972235598274565e+00,2.540653066508380853e+00,2.538974989690533590e+00,2.536981648991056382e+00,2.534751322574178900e+00,2.532353074024619843e+00,2.529845808958446796e+00,2.527264086067734006e+00,2.524610798941934853e+00,2.521892421608703305e+00,2.519068457040646969e+00,2.516178903115668941e+00,2.513237684176597320e+00,2.510239881350488034e+00,2.507256921284478857e+00,2.504326154019566264e+00,2.501567346263410041e+00,2.499125224459599171e+00,2.497082092800551933e+00,2.495508209884302886e+00,2.494400575485484772e+00,2.493687990398262500e+00,2.493285238360376077e+00,2.493098601217156762e+00
2.544497037106514981e+00,2.544574622485535453e+00,2.544504547705140673e+00,2.544229879361429969e+00,2.543668710572406511e+00,2.542742234344029573e+00,2.541403380010271107e+00,2.539632492164507482e+00,2.537546620945092535e+00,2.535236624896477942e+00,2.532750014808898609e+00,2.530192379525254776e+00,2.527587154256655921e+00,2.524911617770115413e+00,2.522154074785698974e+00,2.519333051947963753e+00,2.516429727151747286e+00,2.513437687294702183e+00,2.510390457010721832e+00,2.507341670303584902e+00,2.504374931098862334e+00,2.501584440448912705e+00,2.499083270328578799e+00,2.497008226582535073e+00,2.495416796356228151e+00,2.494298537003948546e+00,2.493599260861753208e+00,2.493213925637881356e+00,2.493035367822813875e+00
2.544907758361474315e+00,2.544985055119910022e+00,2.544904673755363333e+00,2.544603267908229327e+00,2.543993195307493682e+00,2.542996710571072683e+00,2.541605047316993549e+00,2.539845824318520684e+00,2.537760520400635045e+00,2.535443664049687573e+00,2.532989053114368616e+00,2.530445713085807569e+00,2.527797347224924884e+00,2.525050577001773711e+00,2.522237988290448651e+00,2.519357514254953578e+00,2.516426979498451288e+00,2.513444430772207472e+00,2.510391366891148834e+00,2.507324703575869229e+00,2.504350198101009894e+00,2.501545999250538443e+00,2.499035822784323901e+00,2.496953645937323607e+00,2.495353364421924347e+00,2.494239720359626489e+00,2.493540597882432319e+00,2.493155858000998926e+00,2.492995296523929483e+00
2.545384097084349762e+00,2.545438247604180582e+00,2.545333830951741483e+00,2.545001552287339486e+00,2.544352151596777745e+00,2.543307768749435205e+00,2.541848066480189239e+00,2.540016941415244034e+00,2.537892659899247949e+00,2.535556177680717393e+00,2.533070606315956930e+00,2.530509646773002608e+00,2.527866377191573921e+00,2.525132683677580481e+00,2.522289935394418592e+00,2.519362175315503549e+00,2.516436897512084769e+00,2.513473025435249752e+00,2.510445859401968072e+00,2.507399986480077558e+00,2.504397889517340214e+00,2.501585578914212071e+00,2.499090350647474423e+00,2.496991483924082544e+00,2.495377229322238932e+00,2.494249212808795857e+00,2.493538961111537944e+00,2.493150649396682628e+00,2.492977481718985810e+00
2.545333666488547752e+00,2.545361483579057449e+00,2.545223335604990034e+00,2.544837410070546202e+00,2.544120669205629959e+00,2.543028338804834476e+00,2.541557220977508358e+00,2.539729618791917609e+00,2.537622765472709929e+00,2.535316409622145883e+00,2.532851613437927085e+00,2.530285832241006894e+00,2.527656741265755791e+00,2.524951179550213975e+00,2.522149166324548553e+00,2.519267839330453285e+00,2.516338760470901548e+00,2.513353638711056437e+00,2.510288638360034241e+00,2.507226156007262396e+00,2.504255423323798802e+00,2.501475967330328842e+00,2.499023661132004914e+00,2.496962347552792671e+00,2.495373488047947674e+00,2.494264490298689907e+00,2.493560714076044960e+00,2.493169693731979830e+00,2.492998240904345408e+00
